Ticker,Volume,Volume Weighted Avg,Open,Close,High,Low,Timestamp,No. Transactions
SLB,4951882.0,51.0993,51.14,50.83,51.52,50.53,1669410000000,48987
STX,883006.0,54.7326,54.6,54.7,55.42,54.43,1669410000000,9344
SEE,288490.0,52.2184,52.26,52.31,52.45,51.98,1669410000000,6293
SRE,402032.0,163.4123,163.92,163.46,164.335,162.6,1669410000000,8191
NOW,401410.0,406.7385,406.68,407.21,409.61,403.98,1669410000000,11806
SHW,403941.0,249.1217,248.0,249.52,249.87,246.94,1669410000000,9627
SBNY,291634.0,139.8201,139.0,140.24,140.59,138.53,1669410000000,7290
SPG,548243.0,120.2286,119.97,120.7,120.7,119.71,1669410000000,10397
SWKS,1102528.0,93.8109,94.77,92.91,94.929,92.89,1669410000000,15826
SJM,319180.0,150.4641,149.7,151.26,151.26,149.51,1669410000000,7843
SNA,100654.0,242.7126,242.75,242.78,243.92,241.47,1669410000000,3963
SEDG,456697.0,303.8187,302.08,301.91,308.79,297.16,1669410000000,11997
SO,1435619.0,66.8949,66.63,66.91,67.19,66.53,1669410000000,16927
LUV,2326013.0,39.2941,38.6,39.22,39.575,38.565,1669410000000,25122
SWK,496647.0,82.9276,82.54,83.08,83.24,82.415,1669410000000,8427
SBUX,2320020.0,99.3386,99.64,99.56,99.88,98.52,1669410000000,31607
STT,1030808.0,77.1381,77.16,77.06,77.68,76.71,1669410000000,11891
STE,141819.0,180.5183,181.42,180.58,181.42,179.84,1669410000000,5492
SYK,412960.0,232.5499,231.6,232.74,233.29,230.52,1669410000000,9986
SIVB,268465.0,221.7094,222.03,222.6,223.0,219.07,1669410000000,7573
SYF,1475292.0,37.0414,36.74,37.05,37.31,36.57,1669410000000,16058
SNPS,247503.0,333.1857,333.32,332.64,334.82,331.785,1669410000000,7110
SYY,615364.0,86.3269,86.1,86.45,86.54,85.86,1669410000000,8038
TMUS,1481155.0,151.1493,151.17,151.05,151.7892,150.22,1669410000000,21156
TROW,707856.0,124.4742,124.0,125.05,125.34,122.75,1669410000000,14016
TTWO,939706.0,102.9878,102.47,102.63,103.67,102.24,1669410000000,17566
TPR,2153601.0,37.136,36.87,37.07,37.45,36.81,1669410000000,21875
TRGP,372673.0,73.5639,74.07,73.31,74.31,73.18,1669410000000,6350
TGT,1881818.0,163.0384,163.5,163.38,163.96,161.6,1669410000000,29071
TEL,654229.0,127.9642,127.68,127.99,128.61,127.31,1669410000000,9249
TDY,59826.0,419.9832,421.0,420.17,421.44,417.94,1669410000000,2853
TFX,151613.0,225.3972,225.39,225.54,226.655,224.57,1669410000000,4757
TER,530290.0,92.867,93.08,92.59,93.7,92.58,1669410000000,9998
TSLA,50672739.0,182.9317,185.06,182.86,185.2,180.63,1669410000000,584237
TXN,1586355.0,177.9002,179.25,177.07,179.285,177.03,1669410000000,22951
TXT,298948.0,71.3138,71.34,71.48,71.5,70.875,1669410000000,5991
TMO,549168.0,550.0605,550.49,551.25,554.46,547.37,1669410000000,13648
TJX,2454070.0,80.7089,81.0,81.03,81.1652,80.19,1669410000000,29406
TSCO,416340.0,224.5006,227.42,224.02,228.1,223.2709,1669410000000,11038
TT,431815.0,179.0382,180.03,178.95,180.03,178.27,1669410000000,8576
TDG,74255.0,635.6013,639.61,636.54,639.61,632.27,1669410000000,3825
TRV,514675.0,188.5169,188.9,188.91,189.53,187.68,1669410000000,11607
TRMB,362257.0,58.4486,58.53,58.54,58.8,58.12,1669410000000,4956
TFC,1651033.0,46.8726,46.66,46.92,47.07,46.51,1669410000000,14149
TYL,130054.0,330.9914,332.18,330.88,333.93,327.93,1669410000000,5597
TSN,2009660.0,67.4874,67.27,67.33,67.87,67.22,1669410000000,18037
USB,2564603.0,44.2385,44.25,44.26,44.392,44.0575,1669410000000,23995
UDR,889400.0,40.6283,40.25,40.73,40.75,40.21,1669410000000,11581
ULTA,239964.0,447.5743,448.58,448.35,448.8638,444.62,1669410000000,10778
UNP,1101944.0,214.188,213.0,213.33,215.42,212.48,1669410000000,22427
UAL,2398421.0,44.2836,43.6,44.42,44.5908,43.54,1669410000000,22992
UPS,912447.0,182.9215,183.645,182.52,183.89,182.205,1669410000000,17907
URI,197657.0,359.5264,360.0,359.03,361.9899,355.0,1669410000000,7351
UNH,1419205.0,537.733,534.0,537.62,540.85,532.52,1669410000000,37077
UHS,274277.0,132.1565,131.97,132.73,132.73,130.06,1669410000000,7427
VLO,998236.0,139.5137,139.5,138.4,140.98,138.28,1669410000000,17532
VTR,915844.0,45.369,45.03,45.49,45.73,44.83,1669410000000,11493
VRSN,282043.0,198.4461,198.0,198.87,199.07,195.9,1669410000000,8287
VRSK,454831.0,182.6207,180.99,182.87,183.67,180.0,1669410000000,9684
VZ,7725741.0,39.1157,39.1,39.02,39.3585,38.97,1669410000000,49838
VRTX,713667.0,313.4638,315.17,312.98,317.03,312.01,1669410000000,18874
VFC,1807551.0,34.2228,33.66,34.34,34.39,33.66,1669410000000,21163
VTRS,5012070.0,11.0608,11.01,11.14,11.14,10.9,1669410000000,19196
VICI,2709199.0,33.3338,33.37,33.36,33.445,33.2,1669410000000,16557
V,1993541.0,213.2279,211.71,213.79,214.0,211.385,1669410000000,38156
VNO,1421260.0,24.9709,24.56,25.08,25.08,24.51,1669410000000,8932
VMC,170375.0,182.7351,182.03,183.34,183.34,181.43,1669410000000,4999
WAB,191228.0,100.8118,100.01,100.88,101.12,100.01,1669410000000,5185
WBA,2225476.0,41.7011,41.67,41.66,41.97,41.42,1669410000000,22154
WMT,2925807.0,152.4332,152.12,153.07,153.09,151.8627,1669410000000,50095
WBD,10129364.0,11.4494,11.18,11.47,11.59,11.11,1669410000000,44230
WM,911134.0,164.4763,164.76,164.46,165.28,163.79,1669410000000,11637
WAT,86165.0,337.4751,335.77,338.03,339.34,333.755,1669410000000,3773
WEC,466576.0,98.5939,98.4,98.66,98.86,98.07,1669410000000,8683
WFC,4913253.0,47.427,47.36,47.44,47.64,47.015,1669410000000,41211
WELL,956614.0,69.383,69.45,69.53,69.73,68.985,1669410000000,11753
WST,362592.0,226.2264,227.8,226.65,228.11,223.48,1669410000000,8268
WDC,1221389.0,37.2806,36.63,37.34,37.47,36.56,1669410000000,15561
WRK,390033.0,37.5103,37.6,37.51,37.73,37.4,1669410000000,5673
WY,1130264.0,32.3244,32.15,32.31,32.489,32.15,1669410000000,8763
WHR,189977.0,148.7948,147.79,148.77,149.77,147.79,1669410000000,4622
WMB,2108078.0,33.9837,33.94,33.9,34.15,33.81,1669410000000,16514
WTW,214635.0,243.3942,242.33,244.02,244.16,241.18,1669410000000,6942
GWW,71435.0,605.6864,606.82,604.25,608.4,601.26,1669410000000,4515
WYNN,1311556.0,75.1238,75.83,74.93,75.87,74.31,1669410000000,18542
XEL,1193264.0,69.6609,69.47,69.63,69.9,69.27,1669410000000,13604
XYL,539552.0,113.7257,113.74,113.5,114.17,113.41,1669410000000,7190
YUM,870561.0,126.5442,125.86,126.53,127.5,125.385,1669410000000,12719
ZBRA,202392.0,271.0227,270.5,271.9,272.3,269.62,1669410000000,7611
ZBH,427925.0,119.1145,118.45,119.21,119.545,118.3211,1669410000000,9205
ZION,309381.0,51.6441,51.54,51.75,51.77,51.05,1669410000000,5619
ZTS,889532.0,149.7951,150.47,150.1,150.85,148.65,1669410000000,15263
